n00004475	有机体,存在
n09760913	伴奏,伴奏者
n09761068	共犯,邦联的
n09761753	客户经理,客户代表,注册代表,客户的经纪人,客户的人
n09762011	指责
n09762385	原告
n09763272	酸头
n09763784	相识,朋友
n09764201	收购方
n09764598	高空杂技演员
n09764732	行动人员
n09764900	积极的
n09765118	积极公民
n09765278	演员,介绍,运动员,戏剧,角色球员
n09767197	演员,实干家,工人
n09769076	瘾君子,坚果,怪胎,吸毒者,垃圾
n09769525	adducer
n09769929	调节器,调节器,理赔员,索赔调节器,索赔代理人
n09770179	副官,助手,副官
n09770359	副官
n09771435	崇拜者,崇拜者
n09772330	被收养人
n09772746	奸夫,通奸
n09772930	淫妇,淫妇,贱妇,玉,放荡的女人,荡妇,妓女,荡妇
n09773962	广告商,广告客户,广告人
n09774167	建议者
n09774783	提倡,倡导者,支持者,指数
n09775907	航空工程师
n09776346	使附属
n09776642	富裕的
n09776807	迷
n09777870	下士
n09778266	代理到位
n09778537	加剧则,烦恼
n09778783	搅拌器,热敷
n09778927	不可知论者
n09779124	不可知论者,怀疑论者
n09779280	兴奋剂
n09779461	知心大姐
n09779790	农学家,农学家,中耕机,种植者,提升器
n09780395	空军武官
n09780828	空军军官,指挥官
n09780984	愚蠢的人
n09781398	空中旅行,空中旅行
n09781504	危言耸听
n09781650	白化
n09782167	酒精的,卤代烷,嗜酒狂,布泽尔,茂盛,透雨,腌制
n09782397	市议员
n09782855	亚历克西
n09783537	受让人,受让人
n09783776	埃莉诺
n09783884	不爱读书的,不爱读书的人
n09784043	代数学家
n09784160	allegorizer,allegoriser
n09784564	押头韵
n09785236	社会工作者,医务社会工作者
n09785659	登山
n09785891	祭坛男孩
n09786115	阿尔托
n09787534	大使,大使
n09787765	大使
n09788073	伏兵
n09788237	法庭之友,法院之友
n09789150	Amoralist
n09789566	截肢
n09789898	类比推理
n09790047	字母,文盲
n09790482	分析师
n09791014	行业分析师
n09791419	市场策略师
n09791816	无政府主义者,虚无主义,工团主义
n09792125	诅咒,最讨厌的人
n09792555	祖先,方兴未艾,优势,在先的,根
n09792969	锚,主持人,主持人
n09793141	古代的
n09793352	轶事收集者,讲故事的人
n09793946	垂钓者,控制器
n09794550	动画师
n09794668	万物有灵论者
n09795010	注释
n09795124	播音员
n09795334	播音员
n09796809	反对的
n09796974	反美
n09797742	反犹主义,犹太人巴尔特
n09797873	澳新军团
n09797998	猿人
n09798096	无晶状体
n09800469	上诉人,原告在错误
n09800964	任命
n09801102	apprehender
n09801275	四月傻瓜
n09801533	上进,追求者,充满希望的,崇拜者,盲目崇拜
n09802445	欣赏者
n09802641	占用者
n09802951	国家
n09804230	拟古
n09805151	大主教
n09805324	弓箭手,鲍曼
n09805475	建筑师,设计师
n09806944	档案管理员
n09807075	大祭司,教主,大祭司,高级教士,灵长类动物
n09808080	亚里士多德,亚里士多德,逍遥
n09808591	蝠
n09809279	陆军武官
n09809538	陆军工程师,军事工程师
n09809749	陆军军官
n09809925	编曲,适配器,转录
n09810166	到达,到达,来的人
n09811568	关节炎
n09811712	架
n09811852	炮兵,炮手,炮手,机枪手
n09813219	艺术家的模型,保姆
n09814252	分析者
n09814381	议员
n09814488	众议员
n09814567	assenter
n09814660	声明,庄家,申明,asseverator,avower
n09815455	受让人
n09815790	助理,帮手,帮助,支持者
n09816654	助理教授
n09816771	联合
n09817174	联合
n09817386	副教授
n09818022	宇航员,太空人,宇航员
n09819477	宇宙学家,cosmographist
n09820044	无神论者
n09820263	运动员,运动员
n09821831	服务员,参加,柔软的
n09822830	总检察长
n09823153	审计师
n09823287	占卜师,占卜者
n09823502	阿姨,阿姨,阿姨
n09823832	互惠生的女孩
n09824135	独裁,独裁者
n09824609	权威
n09825096	授权人,授权者
n09825750	汽车修理工,汽车修理工,汽车修理工,技工,油猴
n09826204	飞行员,热气球驾驶员,飞行员,飞行员,传单
n09826605	女飞行员,女飞行员,女飞行员
n09826821	奶妈
n09827246	巴布,印度
n09827363	宝贝,宝贝,姐妹
n09828216	宝贝
n09828403	婴儿潮,潮
n09828988	托儿所管理人员
n09830194	后面
n09830400	后座议员
n09830629	背包客,封隔器
n09830759	幕后,智囊
n09830926	不求人
n09831962	坏的人
n09832456	行李
n09832633	包女士
n09832978	受托人
n09833111	法警
n09833275	委托人
n09833441	小孩
n09833536	贝克,面包机
n09833751	平衡器
n09833997	木梁,baulker,不符合要求的
n09834258	小毛球,解块机
n09834378	球载体,跑步者
n09834699	芭蕾舞者
n09834885	芭蕾大师
n09835017	芭蕾舞教师
n09835153	芭蕾舞迷
n09835230	球鹰
n09835348	气球
n09835506	棒球手,棒球运动员
n09836160	斗牛士,斗牛士
n09836343	斗牛士
n09836519	斗牛士
n09836786	斗牛士
n09837459	乐手
n09837720	银行家
n09838295	银行抢劫犯
n09838370	破产,资不抵债
n09838621	轻量级
n09839702	酒吧女招待
n09840217	男爵,大商人,商业领袖,国王,大王,大亨,权力,高管,大亨
n09840435	男爵
n09840520	男爵
n09841188	酒保,酒保,酒保,酒保,调酒师
n09841515	棒球教练,棒球经理
n09841696	跑垒员,跑步者
n09842047	篮球运动员,basketeer,队员
n09842288	basketweaver,篮子
n09842395	篮子制造商
n09842528	低音的,巴索
n09842823	混蛋,通过打击,爱的孩子,私生子,私生子,婊子养的
n09843443	蝙蝠男孩
n09843602	游泳者
n09843716	蝙蝠侠
n09843824	棒球运动员,军乐队
n09844457	巴伐利亚
n09844898	乞丐,乞丐
n09845401	胡须
n09845849	垮掉的一代,击败
n09846142	美容顾问
n09846469	贝都因人,贝多因人
n09846586	尿床的人,尿床,潮湿的
n09846755	养蜂人,养蜂人,养蜂家
n09846894	喝啤酒的人,啤酒饮用者
n09847267	beggarman
n09847344	beggarwoman
n09847543	魔女,老太婆
n09848110	有神论者
n09848489	信徒,委托人
n09849167	贝尔创始人
n09849990	培尼狄克,本尼迪克
n09850760	狂战士,狂暴
n09850974	围攻者
n09851165	最好的,礼帽
n09851575	未婚妻
n09853541	大哥哥
n09853645	偏执的人
n09853881	大人物,大的枪,大轮,大奶酪,了不起的事,大亨,大的鱼,头头
n09854218	大姐姐
n09854421	台球选手
n09854915	生物化学家
n09855433	传记作家
n09856401	爱鸟
n09856671	出生
n09856827	节育活动家,控制生育的改革者
n09857007	双性恋,双性恋的人
n09858165	黑带
n09858299	敲诈者,敲诈者,勒索者
n09858733	黑人穆斯林
n09859152	铁匠
n09859285	刀片
n09859975	男女初次会面
n09861287	警察
n09861599	女才子,才女
n09861863	时代
n09861946	船夫,船工,沃特曼
n09862183	水手长,水手长,水手长,水手长,保森
n09862621	警察
n09863031	保镖,护送
n09863339	博芬
n09863749	布尔什维克,马克思主义者,红色,激进的,反叛
n09863936	布尔什维克,布尔什维克主义者
n09864632	重磅炸弹
n09864968	奴隶,担保人
n09865068	婢女,女奴,婢女
n09865162	婢女,女奴,婢女
n09865398	仆人
n09865672	本剂
n09865744	胶订机
n09866115	簿记员
n09866354	庄家
n09866559	书呆子
n09866661	助推器,扒手,升降机
n09866817	擦鞋童,擦皮鞋的人
n09866922	走私犯,烈酒
n09867069	靴匠,引导者
n09867154	边境居民
n09867311	边境巡警
n09868270	植物学家,植物学家,植物科学家
n09868782	底料
n09868899	花花公子
n09869317	赏金猎人
n09869447	赏金猎人
n09869578	波旁威士忌
n09870096	投球手
n09871095	猛男,行
n09871229	幼兽,小伙子,老弟,桑尼,桑尼男孩
n09871681	童子军
n09871867	童子军
n09871952	男孩不知道
n09872066	吹牛,吹牛的人,吹牛的人,吹牛大王,线的射手,自吹自擂的人
n09872557	婆罗门,婆罗门
n09873348	打手
n09873473	养家糊口
n09873769	蛙泳
n09873899	饲养员,股票的饲养员
n09874428	砖
n09874725	新娘
n09874862	伴娘,伴娘
n09875025	架桥剂
n09875979	广播记者
n09876701	哥哥
n09877288	姐夫
n09877587	浏览器
n09877750	伯明翰,brummy
n09877951	伙计,兄弟,密友,裙带,PAL,搭档
n09878921	公牛
n09879552	恐吓
n09880189	兔子,兔女郎
n09880741	窃贼
n09881265	会计员
n09881358	餐厅勤杂工,服务员的助手
n09881895	商业编辑
n09883047	商务旅行者
n09883452	巴斯特
n09883807	爱管闲事的人,爱管闲事的人,爱管闲事的人,爱搬弄是非的人
n09885059	爱管闲事的人
n09885866	木匠,家具制造商
n09886403	球童,高尔夫球童
n09886540	学员,五
n09888635	来电,来电了
n09889065	打电话的女孩
n09889170	书法家,书法家
n09889691	活动家,候选人,提名人
n09889941	露营者
n09890192	跟随者
n09890749	候选人,展望
n09891730	经院派
n09892262	资本主义
n09892513	船长,领班,餐厅领班,领班
n09892693	船长,高级驾驶员
n09893191	船长
n09893344	船长,土司
n09893502	俘虏
n09893600	俘虏
n09894143	红衣主教
n09894445	心脏病专家,心脏病专家,心脏外科医生
n09894654	卡播放
n09894909	打牌作弊者,卡锐,诈赌为生者,卡更清晰,更清晰,夏普,夏氏,郎中
n09895222	野心家
n09895480	职业人
n09895561	照顾者
n09895701	看守
n09895902	看守
n09896170	漫画家
n09896311	钟乐器演奏家
n09896401	欢唱,颂歌
n09896685	木匠
n09896826	卡珀,抱怨
n09898020	笛卡尔
n09899289	出纳
n09899671	伤亡,受伤的人
n09899782	伤亡
n09899929	诡辩家,智者
n09901337	位
n09901502	初学者,新手
n09901642	承办人
n09901786	大主教
n09901921	猫的人
n09902128	骑士,保皇党
n09902353	骑兵,骑兵
n09902731	穴居人,洞穴人,穴居人,穴居人
n09902851	礼
n09902954	礼,祝贺的人,歌颂
n09903153	名人,著名的人
n09903501	大提琴演奏家,大提琴手
n09903639	审查
n09903936	审查
n09904208	百岁老人
n09904837	中间派,的中间派,适度的,moderationist
n09905050	百夫长
n09905185	注册会计师,注册会计师
n09905530	chachka,tsatske,tshatshke,小玩意,tchotchkeleh
n09906293	女服务员,少女跟班
n09906449	变色龙
n09906704	冠军,咀嚼,冠军保持者
n09907804	钱德勒
n09908769	监狱里的牧师
n09909660	炭炉
n09909929	代办
n09910222	御夫
n09910374	魔术师,欺骗者
n09910556	注册会计师
n09910840	图表,技术分析师
n09911226	女佣,烧焦,清洁女工,清洁女工,女人
n09912431	男性沙文主义者,性别歧视
n09912681	小气鬼,吝啬鬼
n09912907	车臣
n09912995	检查
n09913329	欢呼者
n09913455	啦啦队长
n09913593	啦啦队长
n09915434	夫,胡夫
n09915651	国际象棋大师
n09916348	首席执行官,首席执行官,首席运营官
n09917214	参谋长
n09917345	军士长
n09917481	首席秘书
n09917593	小孩,小孩,年轻人,少数的,剃须刀,钳,小混混,小鱼儿,杂狗,淘气,油炸,雏鸟
n09918248	小孩,小孩
n09918554	小孩,宝贝
n09918867	神童,神童,神童
n09919061	chimneysweeper,扫烟囱工人,打扫
n09919200	脊椎按摩师
n09919451	捷
n09919899	项链
n09920106	合唱团指挥
n09920283	编导
n09920901	合唱团的女孩,Showgirl,氯
n09921034	被选中的
n09923003	导游
n09923186	雪茄烟鬼
n09923418	密码,Cypher,没有人,无足轻重的人
n09923561	马戏团的杂技演员
n09923673	公民
n09923996	城市编辑
n09924106	城市的父亲
n09924195	城里人
n09924313	城市人,城市男孩
n09924437	公民领袖,公民领袖
n09924996	民权领袖,民权工作者,民权活动家
n09927089	清洁
n09927451	牧师,牧师,布人
n09928136	牧师,教士,神圣的,教会
n09928451	店员
n09928845	聪明的人,聪明
n09929202	气候学家
n09929298	登山者
n09929577	临床医生
n09930257	更接近,终结者
n09930628	不公开的同性恋
n09930876	小丑,小丑,穿帮,傻瓜,快乐的安得烈
n09931165	小丑,小丑
n09931418	教练,私人教练,导师
n09931640	教练,经理,处理程序
n09932098	投手教练
n09932336	车夫
n09932508	煤矿工人,科利尔,连杆
n09932788	海岸警卫队队员
n09933020	磁选机
n09933098	鞋匠,鞋匠
n09933842	怪人,怪老头
n09933972	共同受益人
n09934337	COG
n09934488	认知神经科学家
n09934774	理发师
n09935107	科恩
n09935434	合作者,合作伙伴,合作伙伴,伙计
n09936825	科琳
n09936892	大学生,大学学生
n09937056	大学生,大学的人,大学的男孩
n09937688	殖民地
n09937802	殖民主义
n09937903	殖民者,殖民者
n09938080	花腔女高音,花腔女高音
n09938449	仪仗队
n09938991	巨像,巨兽,巨人,重量级,泰坦
n09940725	喜剧演员
n09940818	喜剧演员
n09941089	来的人
n09941571	指挥官
n09941787	总司令,大元帅
n09941964	指挥官,指挥官,指挥官
n09942697	政委,政委
n09942970	军官
n09943239	委任的军官
n09943811	专员
n09944022	专员
n09944160	委员会成员
n09944430	女委员
n09945021	海军准将
n09945223	教友
n09945319	共产主义者,共产党员
n09945603	共产主义
n09945745	上下班往返的人
n09946814	主持人
n09947127	complexifier
n09950457	强迫性的
n09950728	计算语言学家
n09951070	计算机科学家
n09951274	计算机用户
n09951524	同志
n09951616	参加演唱会的歌迷,音乐爱好者
n09952163	调解人,让和平,奶嘴,和事佬,协调器
n09953052	导体
n09953350	糖果,糖果制造商
n09953615	邦联的
n09954355	忏悔
n09954639	知己,亲密的
n09955406	儒家,儒家
n09955944	代表
n09956578	征服者,征服者
n09957523	保守的
n09958133	不墨守成规,非国教徒
n09958292	圣公会
n09958447	收货人
n09958569	发货人,发货人
n09959142	警察
n09959658	建构主义
n09960688	承包商
n09961198	女低音
n09961331	贡献者
n09961469	控制狂
n09961605	疗养
n09961739	召集人
n09962966	罪犯,反对的论点,囚犯,院子里的鸟,新兵
n09964202	副驾驶,副驾驶
n09964411	山寨,模仿者,模拟器,猿,报纸
n09965515	信奉同一宗教的人
n09965787	侧卫
n09966470	社团
n09966554	记者,信的作者
n09967063	化妆师
n09967406	世界性的,世界公民
n09967555	哥萨克
n09967816	成本会计
n09967967	合作的明星
n09968259	服装设计,客户,服装设计师
n09968652	销,佃农
n09968741	销,开尾销
n09968845	辅导员,辅导员
n09970088	反恐
n09970192	反间谍,鼹鼠
n09970402	伯爵夫人
n09970822	妥协者
n09971273	村妇
n09971385	县级代理,农产品代理,扩展代理
n09971839	朝臣
n09972010	表妹,第一个表妹,同宗,满表哥
n09972458	封面女郎,针,可爱的
n09972587	奶牛
n09974648	工匠,工匠,熟练工,技师
n09975425	工匠,工匠
n09976024	赌双骰的人
n09976283	疯子,疯子,鲁尼,疯子,怪人
n09976429	生物,怀特
n09976728	债权人
n09976917	爬行,怪人,古怪的人,古怪的人,幽灵
n09978442	犯罪学家
n09979321	评论家
n09979913	克罗伊斯
n09980458	交叉检查,审问
n09980805	交叉的选民,交叉
n09980985	赌场
n09981092	太子
n09981278	太子妃
n09981540	密码分析者,密码,密码破译家
n09981939	童子军
n09982152	绿帽子
n09982525	异教徒
n09983314	curandera
n09983572	牧师,宗教部长,部长,牧师,牧师,校长
n09983889	策展人,储油柜
n09984960	客户代理
n09985470	切割机,卡弗
n09985809	赛博朋克
n09985978	电子人,仿生人,无敌女金刚
n09986450	击钹者
n09986700	愤世嫉俗的人
n09986904	细胞遗传学家
n09987045	细胞
n09987161	沙皇
n09987239	沙皇,沙皇,沙皇
n09988063	爸爸,达达,爸爸,PA,爸爸,爸爸,流行音乐
n09988311	奶牛场老板
n09988493	达赖喇嘛,大喇嘛
n09988703	调情,因犹豫不决而浪费时间者,亲爱的小可爱,忧郁的人,懒人
n09989502	舞者,专业的舞者,舞蹈家
n09990415	舞者,社会的舞者
n09990690	木屐舞
n09990777	舞蹈大师,舞蹈大师
n09991740	黑马
n09991867	亲爱的,最喜欢的,最喜欢的,宠物,亲爱的,亲爱的,鸭子
n09992538	日期,护送
n09992837	女儿,女孩
n09993252	懒人,无人机,落后,落伍者,拖车,戳
n09993651	走读学生
n09994400	日工,日工
n09994673	执事,新教的执事
n09994808	女执事
n09994878	神枪手
n09995829	餐桌上的健谈者
n09996039	辍学
n09996304	庸人
n09996481	聋哑人
n09997622	债务人,债务人
n09998788	水手,码头工人
n09999135	诽谤者,诽谤者,诽谤者,中伤,诽谤者,背后诽谤者,诽谤者
n10000294	国防承包商
n10000459	自然神论者,自由思想家
n10000787	代表
n10001217	送货员,送货员,拯救者
n10001481	煽动者,煽动家,煽动者
n10001764	半神,超人,超人
n10002257	人口统计学家,demographist,人口学家
n10002760	演示器,抗议者
n10003476	训导员
n10004718	系主任
n10005006	存款人
n10005934	副的
n10006177	皮肤病专家,皮肤医生
n10006748	下降
n10007684	指定打击
n10007809	设计师,密谋
n10007995	接待员,宾馆接待员,酒店职员
n10008123	台员
n10008254	警官,办公室人员,车站管理员
n10009162	被拘留者,政治犯
n10009276	侦探,调查员,TEC,警探
n10009484	侦探
n10009671	诽谤者,的人,轻视,门环
n10010062	开发商
n10010243	倾
n10010632	受遗赠人
n10010767	遗赠人
n10010864	吞噬者
n10011360	辩证法
n10011486	日记,日记者,新闻工作者
n10012484	营养师,营养师,营养学家
n10013811	教区
n10015215	主任,戏剧导演,戏剧导演
n10015485	主任
n10015792	老色鬼
n10015897	不相信的人,没有信仰的人,不信的人
n10017272	磁盘骑师,唱片骑师,DJ
n10017422	调度员
n10018747	漫画家
n10018861	经销商,分配器
n10019072	地区检察官,大
n10019187	大区经理
n10019406	潜水员,柱塞
n10020366	离婚,寡妇
n10020533	前妻,前任
n10020670	离婚律师
n10020807	讲师
n10020890	医生,doc,医生,MD,博士.,医学生
n10022908	渡渡鸟,雾,老头子,化石
n10023264	神烦狗
n10023506	狗在马槽里
n10023656	教条主义,教条主义
n10024025	头型
n10024362	国内合作伙伴,其他重要的,婚姻的等价,配偶相当
n10024937	多米尼加
n10025060	上帝,牧师,主,牧师
n10025295	大学教师,父亲
n10025391	多纳特派
n10025635	唐娜
n10026976	流浪者,街上的人
n10027246	双重的,形象,看起来都一样
n10027590	骗子,两面派,劈腿,背叛者,叛徒
n10028402	下来了
n10028541	元老
n10029068	绘图员,抽屉
n10030277	剧作家,剧作家
n10032987	梦想家
n10033412	裁缝,女装,女裁缝,女裁缝,女裁缝
n10033572	裁缝的模型
n10033663	运球,淌口水,口水,梦话
n10033888	运球
n10034201	饮水机,饮用者,酒徒,榨汁机
n10034614	饮水机
n10035952	吸毒者,吸毒者,垃圾
n10036266	吸毒者,物质滥用,用户
n10036444	德鲁伊
n10036692	鼓乐队,乐队指挥
n10036929	鼓手
n10037080	醉的
n10037385	酒鬼,醉的,拉米,SOT,醉,酒鬼
n10037588	德鲁兹,晶簇
n10037922	干的,禁酒主义者
n10038119	干护士
n10038409	公爵夫人
n10038620	公爵
n10039271	笨蛋
n10039946	灌篮高手
n10040240	荷兰叔叔
n10040698	消化不良
n10040945	勤奋的人,忙碌的蜜蜂,火线,夏普,夏氏
